package,count
RSAtools,1172
rsatscan,3836
RSBJson,1555
RSC,2787
rSCA,2098
RSCAT,2654
rscc,9232
RScelestial,2801
RSclient,9862
Rsconctdply,1914
rsconnect,579387
rscontract,3690
rscopus,90229
rscorecard,8019
RSDA,5735
rsdepth,3600
rSDI,3513
RSDK,2111
rsdmx,30452
rsdNE,2721
RSE,1626
rSEA,5180
rseedcalc,1911
RSEIS,17551
RSelenium,65539
rsem,6176
RSentiment,4490
Rserve,84033
rsf,2822
rSFA,2506
Rsfar,2202
Rsgf,2351
RSGHB,14684
rSHAPE,2190
rshift,3071
rsi,5127
rsides,1040
RSiena,16029
rsimsum,5689
rsinaica,2736
RSizeBiased,1942
RSKC,4576
rskey,1766
rslp,2077
rslurm,6341
rsm,70537
RSmallTelescopes,2311
RSmartlyIO,2182
rsmatch,2257
rsmatrix,3453
Rsmlx,6370
rsnell,1879
RSNNS,39504
rsocialwatcher,1502
rsofun,300
rsoi,5275
Rsolnp,222570
rsolr,5932
Rsomoclu,4565
rspa,4010
rSPARCS,4373
rsparkling,5417
rsparse,55957
Rspc,5957
rSPDE,5650
RSpectra,634257
rSpectral,2895
RSpincalc,1882
rspiro,5857
rspm,21318
Rspotify,2015
rsppfp,1766
rsprite2,2511
rsq,26091
RSQL,4386
RSQLite,1741905
RSqlParser,1723
RsqMed,1998
RSquaredMI,661
rSRD,8341
Rssa,9662
RSSampling,1884
RsSimulx,3124
RSSL,4000
RSSOP,1763
RSStest,2207
RSSthemes,1932
rstac,71454
rstack,7556
rstackdeque,5444
rstan,730509
rstanarm,137839
rstanbdp,1852
rstanemax,3668
rstantools,496709
RStata,8568
rstatix,2236021
rstatscn,2347
Rstg,2318
rstiefel,4087
RStoolbox,21379
rstpm2,76970
rStrava,4839
rstream,7718
rstudio.prefs,6057
rstudioapi,8038353
rsubgroup,2151
rsurface,2030
Rsurrogate,3486
rsurv,3562
RSurveillance,2131
rsurveycto,3902
rsvd,174374
rsvddpd,2406
rsvg,231312
rswipl,7079
Rsymphony,40756
rsyncrosim,3698
rsyntax,9320
rsyslog,15625
rt,3935
rt.test,6315
rt3,1564
rTableICC,2849
rtables,15736
rtabulator,1567
Rtapas,2019
rtape,2012
Rtauchen,1695
RTaxometrics,4022
RTCC,1805
rTCRBCRr,1977
RTD,2287
RTDE,2440
rtdists,26069
rtematres,1791
rtemps,2644
rTensor,10730
rTephra,1592
rtern,2810
RTextTools,7881
rtf,56485
RTFA,4008
rTG,3652
rtgstat,3713
Rthingsboard,8799
rticles,77472
rticulate,2799
rtiddlywiki,1609
rtide,3679
rtika,3048
rtiktoken,831
rtip,1900
rtist,1674
rtk,3715
rtkore,8095
RTL,5714
RTLknitr,1811
rtlr,2367
rTLsDeep,2012
RTMB,6972
rtmpt,5146
rtms,1844
Rtnmin,1600
rtodoist,1690
rtoot,11376
rtop,7020
rTPC,3026
rtpcr,3612
Rtrack,3122
RTransferEntropy,7296
rtrek,3871
rtrend,4443
rtrends,1699
RTriangle,9848
rtrim,5751
rTRIPLEXCWFlux,2354
rTRNG,9223
Rtropical,2021
rtry,4374
rts,7462
rts2,4870
RTSA,2837
rtsdata,3595
RtsEva,2180
Rtsne,528378
rtson,2126
Rttf2pt1,390734
RTTWebClient,2735
Rtumblr,1894
rTwig,2427
Rtwobitlib,1413
rtype,1717
rtypeform,3356
rubias,3067
rucrdtw,34773
rugarch,298755
ruijter,6013
ruler,3879
rules,11260
rUM,5988
rumidas,3134
ruminate,2682
runcharter,2836
runDRT,3410
runes,1656
runexp,2469
RUnit,296854
runjags,77942
runner,21837
runonce,13461
runstats,3465
Runuran,22792
rush,4978
rusk,1816
rust,13034
rutifier,1558
rutledge,5482
ruv,20183
RVAideMemoire,70650
rvalues,2257
Rvcg,25891
rvcheck,20292
RVCompare,3854
rvec,1638
Rveg,2791
RVerbalExpressions,2557
rversions,1542399
rvertnet,31147
rvest,6837201
rvg,168989
rvHPDT,2328
RViennaCL,3155
rviewgraph,2577
rvif,3448
rvinecopulib,12787
RVIpkg,4952
rvisidata,3945
rvkstat,2728
rvmethod,1878
rvMF,21227
rwa,4508
rwalkr,4606
rwarrior,2298
Rwave,10662
rwavelet,2087
rwc,1930
RWDataPlyr,3174
RweaveExtra,2685
RWeka,78156
RWekajars,49486
rwfec,1580
RWgraph,1825
rwhatsapp,4296
Rwhois,3515
rwicc,2433
RWiener,20927
RWildbook,2795
RWinEdt,3848
rWishart,2268
rwisp,2070
RWmisc,2857
RWNN,464
Rwofost,2737
rworkflows,3939
rworldmap,63807
rworldxtra,11367
RWsearch,3510
rwstats,1579
rwty,2183
rwunderground,2380
RXKCD,4422
RxnSim,2354
rxode2,29904
rxode2ll,16098
rxSeq,1610
rxylib,4737
Ryacas,41636
Ryacas0,7184
ryandexdirect,4194
RYandexTranslate,1813
rym,3381
rYoutheria,1849
rytstat,2215
rYWAASB,859
rzentra,2310
RZigZag,2161
rzmq,8524
RZooRoH,4432
s2,2741992
s20x,16711
s2dv,5235
s2net,2246
s3,2850
s3.resourcer,2416
s3fs,5728
S7,9994
saasCNV,1666
sabre,3017
sac,2289
saccadr,1930
SACCR,4024
sacRebleu,785
sad,2084
SADEG,1469
SADISA,1841
sadists,3952
sads,6482
sae,13367
sae.projection,128
sae.prop,2494
sae2,2186
saeBest,2009
saebnocov,2384
saeczi,4415
saeeb,1605
saeHB,4669
saeHB.ME.beta,2572
saeHB.ME,2046
saeHB.panel.beta,2943
saeHB.panel,2495
saeHB.spatial,432
saeHB.twofold,972
saeHB.unit,2194
saeHB.ZIB,2435
saekernel,2329
saeME,3345
saemix,7791
saeMSPE,2665
saens,2394
saePseudo,1024
saeRobust,5117
saery,189
saeSim,3079
saeTrafo,3031
SAEval,3150
SAFARI,2204
SAFD,2271
safejoin,4628
safer,33089
safestats,2539
safetensors,45429
safetyCharts,2796
safetyData,4437
safetyGraphics,4093
SafeVote,3542
sageR,3038
SAGM,2018
SAGMM,1725
sahpm,2668
sAIC,1934
SailoR,1806
SAiVE,5959
SAKERNAS,186
salad,3107
SALES,2456
salesforcer,202304
salso,95553
SALTSampler,1738
salty,1833
SAM,4449
samadb,6996
SAMBA,2270
sambia,1811
samc,4580
SAME,2674
SAMGEP,2115
samon,3155
sampbias,2009
sampcompR,2024
sampledatasets,644
sampler,4273
sampleSelection,39922
samplesize,3861
SampleSize4ClinicalTrials,3486
samplesize4surveys,5462
samplesizeCMH,3825
SampleSizeDiagnostics,835
samplesizeestimator,7267
samplesizelogisticcasecontrol,3259
SampleSizeMeans,3590
SampleSizeProportions,3415
sampleVADIR,2437
samplezoo,299
sampling,135562
SamplingBigData,3793
samplingbook,15867
samplingDataCRT,1914
samplingin,5593
samplingR,3433
SamplingStrata,5774
samplingVarEst,5372
samplr,1065
samplrData,3284
SAMprior,2297
sampsizeval,1717
samr,10680
sams,2204
SAMtool,7155
SAMTx,2182
SAMUR,2120
samurais,1603
sand,6247
sandbox,2763
sandwich,2223521
SanFranBeachWater,1769
SangerTools,2391
sanic,2382
sanitizers,2771
sanityTracker,2298
sanketphonetictranslator,1573
sankey,7007
sankeywheel,6144
sanon,3207
SANple,4385
sansa,2943
santaR,2930
santoku,13249
SANvi,1922
sanzo,1569
SAP,1900
sapevom,1640
sapfluxnetr,3581
sapo,408
SAPP,3410
saqgetr,2438
SAR,2347
sara4r,1852
sarima,16961
saros.base,464
saros,4311
SARP.compo,3119
SARP.moodle,3909
sarp.snowprofile.alignment,3478
sarp.snowprofile,3429
sarp.snowprofile.pyface,2634
sars,5776
sarsop,6131
sas7bdat,38074
SAScii,6261
SASdates,1864
sasLM,14479
SASmarkdown,4429
SASmixed,15116
sasr,13187
sass,10362128
sassy,7889
satdad,1925
sate,2537
satellite,174286
satin,3065
satres,2254
SaturnCoefficient,242
SAutomata,1489
SAVER,3325
savonliquide,1881
savvyr,1753
sawnuti,2853
saws,3086
sazedR,2785
SBAGM,2029
sbd,1137
sbde,1620
SBdecomp,2235
sbfc,2480
sbgcop,2728
SBI,1362
sBIC,1968
SBICgraph,1600
sbl,4470
sbm,6263
SBmedian,2210
sbmSDP,1566
SBMSplitMerge,1614
SBN,2071
sboost,2007
sbrl,2029
SBSDiff,1865
sbtools,6209
sbw,15713
SC2API,2303
sc2sc,7536
sca,3971
scagnostics,29438
scaleAlign,1741
Scalelink,1615
scales,12510017
ScaleSpikeSlab,1616
scalreg,16003
scam,92067
scan,6168
scAnnotate,2522
scanstatistics,3257
scape,4418
scaper,1911
scapesClassification,2220
scapGNN,2534
scar,2394
scaRabee,3046
scatr,2576
scatterbar,265
scatterD3,15597
ScatterDensity,2532
scattermore,274338
scatterpie,296801
scatterplot3d,1017439
scatterPlotMatrix,6458
SCBiclust,2325
scBio,2501
SCBmeanfd,2277
scBSP,4940
scbursts,1813
scCATCH,4376
sccca,1680
SCCI,2114
scclust,16029
sccore,20285
sccr,2167
SCCS,3472
scCustomize,34663
SCDA,1264
SCDB,3553
scDECO,3586
SCdeconR,1918
scdensity,2069
scDHA,3270
scdhlm,14405
scDiffCom,3814
scDIFtest,1903
scdtb,1542
scellpam,2776
scenes,1937
SCEnt,1961
SCEPtER,2465
SCEPtERbinary,1717
SCFMonitor,578
scGate,8699
SCGLR,2441
scGOclust,2477
scgwr,2554
sched,1188
schemr,6010
schoenberg,2431
scholar,12007
SchoolDataIT,3100
schoolmath,7899
schoRsch,6183
schrute,4241
schumaker,3082
SCI,3429
SCIBER,2488
scico,49148
scicomptools,2789
scidesignR,2570
scientific,2706
scientoText,1588
scifigure,1738
scimo,3868
SCINA,7342
scINSIGHT,2256
sciplot,29689
sciRmdTheme,1512
scISR,1594
scistreer,3819
scitb,5992
scITD,2611
SciViews,12207
scLink,1941
sClust,2628
SCMA,3973
scMappR,3953
scModels,3199
scOntoMatch,2271
scoper,5613
scopr,643
SCOPRO,2237
SCOR,2039
score,2136
scorecard,20082
scorecardModelUtils,2230
scoredec,1140
ScoreEB,3157
scorematchingad,1416
scorepeak,1779
scoring,3658
scoringfunctions,2985
scoringRules,40476
scoringutils,10281
SCORNET,1712
SCORPION,5290
SCORPIUS,4395
ScottKnott,8725
ScottKnottESD,3141
scout,2296
scoutbaR,275
SCOUTer,1971
SCperf,2664
scperturbR,1987
scpi,4582
scPloidy,5711
scplot,3566
scpoisson,1989
SCpubr,8120
scqe,1933
scquantum,1631
scR,432
scraEP,3861
scrapeR,4287
scrappy,1741
ScreenClean,1727
ScreeNOT,2314
screenshot,4871
scregclust,548
scribe,2183
scrime,35790
script,2131
scriptexec,2210
scriptloc,1772
ScriptMapR,2236
scriptName,3794
scriptuRs,1652
scrm,5401
scRNAstat,2465
scRNAtools,2285
scrobbler,2915
scrollrevealR,2119
scROSHI,1927
SCRT,4920
scrutiny,4659
scrypt,21862
scryr,2043
scs,56673
scSorter,2255
scSpatialSIM,2266
scTenifoldKnk,2013
scTenifoldNet,3489
SCtools,4227
sctransform,335742
scuba,10448
scutr,2956
SCVA,4161
sda,24267
SDaA,3922
sdafilter,1682
sdam,1913
sdamr,6069
SDAR,2768
SDAResources,4767
sdcHierarchies,8736
sdcLog,3685
sdcMicro,14292
SDCNway,1732
sdcSpatial,2101
sdcTable,12488
sde,37558
SDEFSR,2046
sdetorus,3327
SDGdetector,2414
SDLfilter,5635
sdm,17796
sdmpredictors,8690
sdmTMB,29016
SDMtune,6371
sdmvspecies,2581
SDPDmod,4373
sdpdth,1855
sdPrior,3661
sdprisk,2548
SDPrism2D,2638
sdrt,1732
sdsfun,2961
SDT,1727
sdtm.oak,1251
sdtmchecks,962
sdtmval,2642
sdwd,2946
SE.EQ,1565
SEA,3105
seacarb,16181
SEAGLE,2090
SEAHORS,2927
sealasso,3115
searcher,5503
SearchTrees,6049
SEARS,1926
seas,6757
season,6585
seasonal,105613
seasonalityPlot,3782
seasonalview,19521
seastests,11913
SeaVal,5317
SeBR,1869
SECFISH,1698
SECP,2012
secr,24479
secrdesign,7631
secret,7337
secretbase,115598
secrettext,1552
secrlinear,3570
secsse,7321
sectorgap,1825
secuTrialR,5375
sedproxy,2640
see,197772
seeclickfixr,1796
seecolor,2947
seedCCA,2322
seededlda,12251
SeedImbibition,3348
seedr,2730
SeedVigorIndex,3342
seer,3056
SEERaBomb,3562
seewave,36968
segclust2d,3506
SegCorr,1806
segen,1915
SegEnvIneq,1454
segmag,1921
segmented,411611
segmenTier,1591
segmentr,1864
segmetric,2073
segMGarch,2668
segRDA,1932
segregation,5161
segregatr,2815
segtest,381
seguid,1374
sehrnett,2248
SEI,8697
SEIRfansy,2515
seismic,2702
seismicRoll,4810
sejmRP,5758
Sejong,20182
SEL,4370
selcorr,2212
selectapref,1879
SelectBoost,3551
selection.index,3225
SelectionBias,2752
selectiongain,3998
selectiveInference,6084
selectMeta,2817
selectr,5780829
selectspm,3167
SeleMix,2373
selenider,8684
selenium,3870
SELF,2619
selfingTree,1585
sem,306744
semantic.assets,11679
semantic.dashboard,5166
semaphore,809
Semblance,1713
SEMdeep,567
semdrw,1734
semds,2899
semEff,40998
semfindr,2684
semgram,2409
SEMgraph,4265
semhelpinghands,7591
semiArtificial,3859
semicmprskcoxmsm,1830
SemiCompRisks,5012
semicontMANOVA,1800
SEMID,3508
semidist,1829
SemiEstimate,1982
SemiMarkov,3163
seminr,17740
SemiPar.depCens,2344
semlbci,5084
semlrtp,3164
semmcci,3504
semmcmc,1719
semnar,2313
SemNeT,4306
SemNetCleaner,5060
SemNetDictionaries,5460
semnova,1780
semPlot,163064
semPower,6955
semptools,7610
SEMsens,5658
semsfa,3445
semTests,1493
semTools,156105
semtree,6789
semver,50269
semverutils,1605
sendgridr,4321
sendigR,2468
sendmailR,94854
sense,2617
sensemakr,9695
SensIAT,519
sensibo.sky,1583
sensiPhy,2849
sensitivity,27460
sensitivity2x2xk,2117
sensitivityCalibration,1831
SensitivityCaseControl,2297
sensitivityfull,6656
sensitivitymult,2165
sensitivitymv,2758
sensitivitymw,3585
SensMap,2509
sensmediation,1916
sensobol,5924
SensoMineR,9911
sensory,1827
SenSpe,2582
sensR,10418
SenSrivastava,3935
senstrat,2237
sentencepiece,3750
sentiment.ai,4094
SentimentAnalysis,13816
sentimentr,37312
SenTinMixt,2879
sentometrics,6813
sentopics,3626
sentryR,2400
SEofM,2435
SEPaLS,2636
sEparaTe,3495
separationplot,8281
sephora,1856
sepkoski,2477
seq2R,933
SeqAlignR,1607
SeqAlloc,1486
seqDesign,2779
SeqDetect,1843
SeqFeatR,3452
seqgendiff,3246
seqhandbook,2879
seqHMM,5576
seqICP,5479
seqimpute,3661
seqinr,233507
SeqKat,1821
SeqMADE,1685
seqmagick,11109
seqminer,26924
seqmon,2487
seqSHP,1155
seqtest,1664
seqtrie,2333
SequenceSpikeSlab,2866
Sequential,7536
SequentialDesign,1540
sequoia,9385
sergeant,2983
serial,3781
seriation,364393
serieslcb,2054
serocalculator,623
serosv,606
serp,15196
serpstatr,2533
serrsBayes,2957
servosphereR,2434
servr,411526
SEset,2347
SESraster,3788
sessioninfo,3142843
set,11091
setartree,3117
SetMethods,12813
setRNG,34068
sets,116308
SetTest,2458
settings,26945
settingsSync,913
setwidth,829
Seurat,620291
SeuratObject,519828
sevenbridges2,1597
sever,4713
sewage,1913
sf,8647580
sfadv,1771
sfaR,5089
sfarrow,5817
sfc,2156
sfcentral,1662
sfcr,3483
sfcurve,558
sfd,136844
sfdct,3572
sfdep,8685
sffdr,223
sFFLHD,2128
sfheaders,412677
sfhotspot,3472
sfinx,1896
sfislands,1481
SFM,710
sfnetworks,25950
sfo,2943
SFPL,735
SFS,1978
sfsmisc,260698
sft,2746
sftime,144147
SFtools,1674
sftrack,5830
sg,533
sgapi,1603
SGB,2409
sGBJ,2345
sgboost,2104
sgd,4175
SGDinference,1807
sgee,1791
sgeostat,39238
SGL,3193
sglasso,2869
sglg,4417
sglr,2087
sgmodel,2132
sGMRFmix,1946
sgo,2546
sgof,5778
sgolay,2307
SGP,27860
SGPdata,18629
sgPLS,3052
SGPR,1009
sgpv,2344
sgr,3448
sgraph,1621
sgs,2711
sgsR,3579
sgstar,1977
sgt,7037
shades,112650
shadowr,1857
shadowtext,265352
shannon,703
ShapDoE,4190
shape,2226622
ShapeChange,2543
shapefiles,39594
shapeNA,1544
ShapePattern,3220
shapeR,2992
shapes,18820
ShapeSelectForest,2850
SHAPforxgboost,32416
shapley,6179
ShapleyOutlier,2668
ShapleyValue,2770
shapper,8181
shapr,14261
shapviz,55746
shar,5431
SharkDemography,1959
sharp,3809
sharpData,2309
SharpeR,5355
sharpeRratio,2466
sharpPen,2999
sharpr2,1670
sharpshootR,10364
sharx,2709
shattering,3298
shazam,10194
SheetReader,3503
SHELF,5976
ShellChron,2277
shelltrace,1692
shelter,799
sherlock,2368
SherlockHolmes,1685
shidashi,2934
shide,1785
ShiftConvolvePoibin,2647
shiftR,1854
ShiftShareSE,2487
shinipsum,4656
shiny.benchmark,2803
shiny.blueprint,3805
shiny.destroy,598
shiny.emptystate,2413
shiny.exe,3249
shiny.fluent,14718
shiny,5822299
shiny.i18n,18938
shiny.pwa,2883
shiny.react,11338
shiny.reglog,2652
shiny.router,9467
shiny.semantic,15721
shiny.tailwind,5763
shiny.telemetry,4154
shinyAce,150783
shinyaframe,1875
shinyalert,114724
shinyanimate,3198
shinyauthr,12825
shinybrms,4030
shinybrowser,10899
shinyBS,201273
shinybusy,213536
shinyChakraSlider,2093
shinyChakraUI,2324
shinychat,250
shinyChatR,3371
shinyCohortBuilder,2511
shinyCox,3873
shinycroneditor,509
shinycssloaders,325906
shinycustomloader,18961
shinyCyJS,2387
shinydashboard,665096
shinydashboardPlus,152552
shinyDatetimePickers,6745
shinydbauth,1990
shinydisconnect,200134
shinyDND,2518
shinydrive,2281
shinyEffects,16974
shinyExprPortal,21285
shinyFeedback,34251
shinyFiles,88211
shinyfilter,2553
shinyfullscreen,2784
shinyGizmo,2544
shinyglide,6379
shinyGovstyle,3823
shinyHeatmaply,4699
shinyhelper,29429
shinyhttr,1908
shinyHugePlot,3195
shinyInvoice,2537
shinyIRT,1652
ShinyItemAnalysis,11694
shinyjqui,68760
shinyjs,979106
shinyKGode,2161
shinyKnobs,1790
shinylight,7109
ShinyLink,2453
shinylive,10412
shinyloadtest,4700
shinylogs,13184
shinyLottie,959
shinyLP,11930
shinymanager,22787
shinymaterial,8936
shinyMatrix,11148
shinyMergely,2543
shinymeta,5132
shinymgr,4087
shinyMixR,753
shinyML,3478
shinyMobile,8493
shinymodels,2925
shinyMonacoEditor,2344
shinyNORRRM,1582
shinyNotes,2348
shinyobjects,2964
shinypanel,3026
shinypanels,2981
shinypivottabler,2519
shinyPredict,2673
shinyQueryBuilder,542
ShinyQuickStarter,3842
shinyquiz,1660
shinyr,1225
shinyRadioMatrix,2775
shinyRatings,1970
shinyrecipes,1803
shinyRGL,1995
shinySbm,2768
shinyscreenshot,16300
shinySearchbar,1881
shinySelect,2624
shinyservicebot,1635
shinyShortcut,5773
shinySIR,2814
shinystan,155207
shinyStorePlus,3359
shinyTempSignal,3280
shinytest,113243
shinytest2,182598
ShinyTester,1750
shinythemes,339711
shinyTime,25096
shinytitle,4542
shinyToastify,2437
shinytoastr,16581
shinyTree,29029
shinyvalidate,45525
shinyWGD,862
shinyWidgets,761587
ShinyWizard,1010
shinyXYpad,1930
SHIP,425
shopifyadsR,1864
shoredate,2566
shortcuts,1651
ShortForm,3736
shortIRT,2228
shorts,7201
shotGroups,4707
showimage,79274
showtext,299345
showtextdb,228139
shp2graph,2642
shrink,6676
ShrinkCovMat,2926
shrinkDSM,2633
shrinkem,456
shrinkTVP,5927
shrinkTVPVAR,552
shroomDK,2696
SHT,4508
shuffle,1673
shuffleCI,1532
shutterplot,1926
SIAmodules,6276
SIAtools,1653
SIBER,13475
SIBERG,2108
sicegar,2696
siconvr,2644
sicure,870
SID,2877
SIDES,4440
sidier,2874
sidrar,35414
Sie2nts,2284
siebanxicor,4171
SiER,5437
Sieve,2408
sievePH,2751
sievetest,1599
sift,2014
sig,3748
sigclust,5197
SightabilityModel,4064
sigInt,1605
sigmajs,3317
sigminer,9690
sigmoid,7430
SIGN,1818
Signac,79500
SignacX,3041
signal,349268
signalHsmm,2420
signed.backbones,1904
signibox,2594
SignifReg,4399
signnet,4954
signs,8305
SigOptR,5232
sigora,3414
sigQC,2770
sigr,15451
sigugr,148
SIHR,3599
siie,3293
siland,3119
SILFS,891
SILGGM,1986
silicate,4016
SillyPutty,2125
SILM,1855
silp,649
sim.BA,3238
Sim.DiffProc,11745
Sim.PLFN,1620
sim2Dpredictr,1967
simaerep,3118
SimBIID,2727
simboot,3296
simCAT,1639
simcausal,4874
simcdm,4067
SimComp,16760
SimCop,1714
SimCorMultRes,4458
SimCorrMix,1996
simcross,2435
simctest,4354
simDAG,4550
simdata,1258
simdd,2808
SimDesign,53553
SimDissolution,1619
simdistr,1695
simDNAmixtures,2196
simecol,7758
simEd,3256
SimEngine,3545
simer,2806
simest,2561
simET,2808
SimEUCartelLaw,1891
simex,12800
simExam,1543
SIMEXBoost,2247
simfam,2113
simfinapi,5602
simfit,2186
simFrame,5922
simglm,4108
simgof,1952
SimHaz,1826
simhelpers,5511
SIMICO,2415
simIDM,2719
SimilarityMeasures,6882
Simile,2123
SimInf,7867
simIReff,1572
simitation,3369
simITS,1780
SimJoint,3970
simlandr,3489
SIMle,1836
simmer.bricks,2754
simmer,17636
simmer.plot,8467
simMetric,2010
simml,2258
simmr,12966
SIMMS,3337
simMSM,2464
SimMultiCorrData,4670
SimNPH,2104
simode,3224
simodels,2301
simPH,6334
simphony,2965
simplace,2833
simplanonym,1864
SIMPLE.REGRESSION,3516
simpleboot,10443
simpleCache,2516
simplecolors,3078
simpleFDR,1975
simplegraph,3426
simplegraphdb,2009
simpleMH,2389
simpleNeural,2037
simplePHENOTYPES,3089
simpleRCache,2725
simplermarkdown,24140
simpleSetup,1491
simpletex,1081
simplextree,1911
SimplicialCubature,3325
simplifyNet,2466
SimplyAgree,5512
SIMplyBee,2824
simPop,6294
simpr,2611
simputation,14480
simr,26069
SimRDS,806
simrec,1980
SimReg,3123
simrel,2503
simRestore,2238
SiMRiv,4779
sims,2009
simsalapar,4240
simsem,7684
SimSeq,2186
simsl,2377
SimSST,2070
simstandard,5416
simStateSpace,6299
simstudy,16420
simsurv,7755
SimSurvey,3687
SimSurvNMarker,2962
simTargetCov,1661
simtimer,1735
SimTimeVar,1621
simTool,3999
simtrait,2117
simtrial,6921
simts,4146
simuclustfactor,1874
simukde,2152
simulariatools,2976
simulator,2037
simule,2255
simulMGF,1929
SimVitD,2857
sinaplot,3522
sinar,1895
sindyr,2450
sinew,10260
singcar,2805
SingleCaseES,11659
singleCellHaystack,3623
singleRcapture,3971
singR,73613
sinib,6092
SINRELEF.LD,2695
SIPDIBGE,4681
SIPETool,2745
SiPhyNetwork,8202
siplab,3730
siqr,2461
sirad,9272
SIRE,1928
siren,3442
SIRmcmc,2380
sirt,35039
SIRthresholded,2112
sirus,3379
SIS,25603
sisal,3123
SISIR,3253
sisireg,3131
sistec,1880
sisti,4220
sistmr,1590
sisVIVE,2103
SIT,2153
sitar,8562
sitepickR,3001
siteymlgen,2365
SITH,1828
sitmo,334507
sitools,2135
sitree,5316
sitreeE,3309
sits,6651
sivs,3571
SixSigma,16443
sizeMat,3469
SiZer,5729
sjdbc,1997
sjlabelled,395023
sjmisc,369866
sjPlot,358405
sjSDM,3495
sjstats,279021
sjtable2df,4626
SK4FGA,1926
SKAT,16531
skater,2251
skedastic,30334
skeletor,7067
skellam,22138
sketch,2796
sketcher,2041
sketching,2153
sketchy,4619
SkewHyperbolic,122631
skewlmm,3103
skewMLRM,2699
skewsamp,2693
skewt,16777
SKFCPD,1882
Skillings.Mack,3354
skilljaR,2369
skimr,456652
skipTrack,1125
sklarsomega,2449
skmeans,21909
SKNN,2897
skpr,26418
skylight,2159
slackr,855439
slam,658600
slanter,2125
slap,1315
slasso,2431
SLBDD,3523
slca,1935
SLCARE,2901
slcm,2459
sld,3714
SLDAssay,1942
sleekts,2264
SleepCycles,2733
sleepr,2995
sleepwalk,2753
sleev,2580
SLEMI,2807
slendr,4352
Sleuth2,17492
Sleuth3,19453
slfm,2716
SLFPCA,2316
slgf,2373
SLHD,3357
SlicedLHD,4418
SLIDE,2065
slider,857030
slideview,2420
SlidingWindows,2162
slim,2523
slimrec,5380
slippymath,57477
slm,2287
SLModels,1875
sloop,6131
SLOPE,4311
slouch,2697
slowraker,1916
slp,5074
SLPresElection,2192
slr,1869
SLSEdesign,3961
SLTCA,1634
slurmR,4232
sm,143183
smaa,4122
smacof,80159
smacofx,3656
smacpod,6314
smallarea,1785
SmallCountRounding,4996
smallsets,2531
smallstuff,4150
smam,4117
SMARTbayesR,2338
smartDesign,2088
SmartEDA,135016
SmarterPoland,6502
smartmap,1675
SmartMeterAnalytics,2096
SMARTp,1694
smartsheetr,1726
smartsizer,2192
smartsnp,3402
SmartSVA,3805
smatr,10492
smbinning,65500
smcfcs,23047
SMCRM,2022
smcure,3604
smd,31071
smdata,2071
smdi,2574
SMDIC,3143
smdocker,2501
smerc,7138
smetlite,2079
SMFilter,2013
smfishHmrf,1719
smfsb,2333
smicd,3574
smidm,7898
smile,1996
smirnov,1894
SmithWilsonYieldCurve,965
SMITIDstruct,1925
SMITIDvisu,2453
SMLE,10158
smlePH,3948
smlmkalman,1943
SMLoutliers,1497
SMM,2009
SMMA,2155
SMME,2373
smmR,2516
SMMT,2896
SMNCensReg,2700
SMNlmec,188
smof,2756
smoke,2117
smoof,33104
smooth,111015
smoothedLasso,2844
smoother,16552
SmoothHazard,2932
smoothHR,6063
smoothic,3966
smoothie,3412
smoothmest,3857
smoothr,26474
smoothROCtime,5825
smoothSurv,6930
smoothtail,2730
SmoothTensor,2219
smoothy,1259
smoots,5609
smosr,1858
smotefamily,155833
SMOTEWB,11144
smovie,3497
smpic,1651
smplot2,8987
SMPracticals,7340
SMR,3276
sms,2724
sMSROC,2253
smss,5479
sMTL,1904
smurf,4416
SMUT,2142
SMVar,4521
smvgraph,2059
sn,200065
sna,250371
snahelper,3586
Snake,2044
snakecase,2111047
SnakesAndLaddersAnalysis,1535
snap,1962
snapchatadsR,1900
snapKrig,2020
snapshot,1921
SNBdata,1815
snem,1657
snfa,1670
SNFtool,6107
snha,2042
snn,2097
snotelr,3860
snow,847354
SnowballC,548946
snowboot,2317
snowfall,60637
snowflakes,1824
snowFT,5674
snowquery,2385
snpAIMeR,2120
SNPannotator,3358
SNPassoc,13423
SNPfiltR,4087
SNPknock,2105
snplinkage,6185
snplist,3243
sNPLS,3156
snpsettest,3550
sns,3042
SNSchart,1947
SNSeg,4907
SNSequate,7354
SNSFdatasets,3024
snSMART,3156
snvecR,5932
SNVLFDR,2536
SOAR,3325
SOAs,2901
sobolnp,1658
SobolSequence,1849
soc.ca,3627
socceR,1813
social,1584
socialh,3350
socialmixr,7776
socialranking,2744
socialrisk,2321
sociome,3504
socviz,18034
sodavis,2015
sodium,962374
sofa,7187
Sofi,6987
SOFIA,1574
SoftBart,8270
softbib,2056
softclassval,3065
SoftClustering,3004
softImpute,22675
SOHPIE,7734
SOIL,5536
soilassessment,4607
soilchemistry,2707
SoilConservation,1949
soilDB,19835
SoilFDA,1645
soilfoodwebs,2328
SoilFunctionality,1693
SoilHyP,4330
soilhypfit,2642
SoilManageR,482
soilphysics,11054
SoilR,4871
SoilSaltIndex,3339
SoilTaxonomy,4415
soiltestcorr,4133
SoilTesting,2869
soiltexture,11546
soilwater,2661
Sojourn.Data,2280
Sojourn,1252
sokoban,1495
solaR,12611
solarPos,2109
solartime,12599
solitude,22584
solrad,2093
solrium,40610
solvebio,6056
SolveSAPHE,6764
som,66558
som.nn,3057
