package,count
data.table.threads,1482
data.tree,140071
data.validator,6717
data360r,3585
DatabaseConnector,118645
DatabaseConnectorJars,2401
DatabionicSwarm,5706
DataClean,2269
datacleanr,3285
dataCompare,1138
dataCompareR,6520
datacutr,2509
datadictionary,4412
datadogr,2322
datadriftR,3444
DataEditR,11901
DataExplorer,128942
dataframeexplorer,4978
datafsm,2698
DataGraph,3517
DataLoader,2363
dataMaid,11471
dataMeta,2595
DataMetProcess,2727
datamods,100254
dataMojo,3311
datana,3558
datanugget,21255
dataonderivatives,3162
datapack,8980
DataPackageR,5071
datapasta,17895
dataprep,4041
dataPreparation,28838
dataquieR,4506
datardis,3477
dataReporter,3992
dataresqc,2559
dataRetrieval,41550
datarium,66886
datarobot,8054
datasauRus,28990
dataSDA,2150
dataseries,3777
dataset,11530
datasetjson,2778
datasets.load,12071
datasetsICR,4267
DataSetsUni,3909
DataSpaceR,4399
dataspice,2969
DatAssim,1918
datastat,177
DatastreamDSWS2R,4378
DatastreamR,4230
DATAstudio,2761
DataSum,796
dataverifyr,3564
dataverse,9739
DataVisualizations,8924
DataViz,2618
datawizard,1305321
datazoom.amazonia,4368
date,41818
dateback,6374
datefixR,5445
daterangepicker,8793
datetime,12771
datetimeoffset,3892
DateTimeRangePicker,2467
datetimeutils,9881
datetoiso,2362
dateutils,3091
datoramar,1910
datos,18895
datplot,3014
datr,1923
datrProfile,1954
dauphin,4890
Davies,4803
dawai,4050
dawaR,922
daymetr,8835
daySupply,1954
dbacf,2101
dbarts,42104
dbcsp,2412
DBCVindex,117
dbd,3069
DBfit,2186
dbGaPCheckup,8913
dbglm,2781
DBHC,2214
dbhydroR,3318
DBI,7961613
dbi.table,222
DBItest,74207
dblcens,3519
dBlockmodeling,3406
dblr,2869
dbMC,2292
DBModelSelect,2389
dbmss,8641
dbnlearn,2590
DBNMFrank,1872
dbnR,7130
dbparser,8669
dbplot,31570
dbplyr,6673193
DBR,3333
dbscan,394582
dbstats,3699
DBTC,3672
DBTCShiny,3585
dbw,703
dbWebForms,2948
dbx,15351
dc3net,5918
DCCA,2806
DCchoice,22555
dccmidas,3032
dccpp,2907
DCEM,3172
DCEmgmt,1940
DCEtool,5126
DCG,2096
DChaos,5209
dChipIO,2073
dcifer,2810
DCL,3171
DCLEAR,2984
dclone,7532
dclust,2077
DCluster,7930
DClusterm,3190
dcm2,2824
dcmle,4356
dcmodify,4450
dcortools,3191
dcorVS,2219
dcov,4147
dCovTS,22588
DCPO,2346
dcTensor,3520
dCUR,2565
dcurver,50294
dcurves,13332
ddalpha,36801
ddc,2028
DDD,10462
dde,4072
ddecompose,1399
DDHFm,3945
ddi,2243
ddiv,3119
DDIwR,5869
DDL,3431
DDM,2007
ddml,3713
ddp,2076
ddpca,2067
ddpcr,7064
ddplot,3177
DDPM,2974
DDPNA,3381
DDRTree,30231
ddsPLS,4145
ddst,2855
ddtlcm,2287
deadband,1968
deal,7689
deaR,11776
debar,2485
DEBBI,1819
debest,2006
DebiasInfer,2272
deBif,3017
deBInfer,3713
debkeepr,2648
DeBoinR,2092
debugme,104233
debugr,2308
DeCAFS,2897
DECIDE,3491
decido,24824
decision,2078
decisionSupport,5981
deckgl,4156
declared,16114
DeclareDesign,14792
decode,2165
decoder,3826
decomposedPSF,2702
DecomposeR,3926
decompr,5501
deconvolveR,4286
decor,93836
DecorateR,2511
decorators,2431
decp,1345
Deducer,7184
deducorrect,5577
deductive,3639
DeductiveR,2539
deduped,2390
dedupewider,3657
deep,2107
deepdep,4554
deepgmm,3073
deepgp,6200
DeepLearningCausal,1590
deeplr,12342
deepMOU,2607
deepnet,19874
deepNN,3039
deepredeff,3067
deepregression,3699
deepRstudio,2429
deeptime,10164
deeptimedata,2060
deeptrafo,3263
DEET,5405
DEEVD,3085
default,3079
defineOptions,2181
defineR,2833
deFit,2829
deflateBR,4456
deflist,2224
deforestable,2534
deform,2054
deformula,2514
degday,2841
DEGRE,2389
degreenet,5431
degross,2619
DEHOGT,639
deident,721
dejaVu,2973
Delaporte,9337
delayed,8234
DelayedEffect.Design,3791
deldir,1191249
Delta,2638
deltaccd,3047
DeltaMAN,2761
deltaPlotR,11947
DELTD,4447
DEM,2599
dematel,2643
deming,23650
DemoDecomp,2749
demodelr,2416
demogR,3299
demoGraphic,2294
DemographicTable,5276
demography,34124
demoKde,8123
DemoKin,2984
demoShiny,1924
DEMOVA,1962
dendextend,844294
dendRoAnalyst,26635
dendroextras,5439
dendrometeR,697
dendrometry,2394
dendroNetwork,1358
DendroSync,2735
dendroTools,12217
DendSer,20773
dendsort,16511
denguedatahub,20607
denim,3542
denoiSeq,2055
denovolyzeR,2299
denseFLMM,2577
densEstBayes,18575
densitr,2517
densityarea,1949
densityClust,16310
DensParcorr,2138
densratio,2967
denstrip,20871
denvax,2852
DEoptim,122591
DEoptimR,797682
depcache,2164
DepCens,2326
depCensoring,907
depcoeff,1898
depend.truncation,3261
DepLogo,2779
DEploid,1701
DEploid.utils,251
depmixS4,15782
DEPONS2R,4487
depower,177
deps,8710
depth.plot,2061
DepthProc,5380
depthTools,6486
DeRezende.Ferreira,1848
Deriv,1778865
derivmkts,10428
DES,7163
desc,5201333
descomponer,4508
descr,113267
describedata,5904
DescribeDF,3477
DescribeDisplay,4127
describer,3423
descriptio,7453
DescriptiveRepresentationCalculator,3084
DescriptiveStats.OBeu,3652
DescriptiveWH,2880
descriptr,18438
descstat,2988
descstatsr,2012
desctable,4130
DescTools,777176
DescToolsAddIns,12832
deseats,3465
Design.parameters,2708
designer,3368
designit,5798
DesignLibrary,4952
designr,3896
designsize,2885
desiR,2575
desirability,8907
desirability2,2386
desk,3725
desla,3404
deSolve,590487
despair,1494
desplot,23608
DET,1361
details,9390
detect,4491
detectnorm,2672
detector,2273
detectors,2158
detectR,2311
detectRUNS,4704
detectseparation,19502
DetLifeInsurance,2022
DetMCD,2499
detourr,2405
detpack,2515
detrendeR,3480
detrendr,12123
deTS,2004
detzrcr,3886
devEMF,93262
devFunc,2729
devoid,2584
Devore7,4328
devRate,5026
devtools,10403096
DevTreatRules,2108
DEXiR,598
dexisensitivity,1172
dexter,8917
dextergui,4405
df2yaml,2908
DFA.CANCOR,5865
DFA,4276
dfadjust,3701
DFBA,7150
dfcomb,4632
dfCompare,1955
dfcrm,4588
DFD,1919
dfexpand,2275
dfidx,112363
DFIT,3833
dfmirroR,2331
dfms,5567
dfmta,4339
dfoliatR,3206
dfoptim,63919
Dforest,2118
dformula,2510
dfphase1,3625
dfr,778
dfrr,2878
dfsaneacc,4599
dfvad,2772
dga,2397
dGAselID,2528
DGEAR,2296
DGEobj,4526
DGEobj.utils,4492
dggridR,5681
dglars,4230
dglm,5483
DGLMExtPois,4217
DGM,3291
dgof,20143
DGP4LCF,3781
dgpsi,3287
dgumbel,2395
DHARMa,121736
DHBins,1896
dhga,1942
dhglm,2914
DHS.rates,5675
dhsage,2814
dHSIC,7839
di,2354
diagis,14827
diagL1,2509
diagmeta,4179
diagonals,13551
diagram,1353006
DiagrammeR,473042
DiagrammeRsvg,59506
DiallelAnalysisR,8788
dialr,4594
dialrjars,10069
dials,346245
diaplt,2597
diathor,4569
dibble,2674
dice,18487
DiceDesign,320156
DiceEval,4018
DiceKriging,103966
DICEM,842
DiceOptim,14903
diceplot,1586
diceR,8070
DiceView,5705
dichromat,307796
DICOMread,2693
DIconvex,1890
Dict,10421
dictionar6,8075
dictionaRy,2187
did,43468
did2s,7962
DidacticBoost,1902
didec,844
Diderot,3054
DiDforBigData,3155
DIDHAD,28055
didimputation,8807
DIDmultiplegt,32081
DIDmultiplegtDYN,33399
didrooRFM,2826
diemr,4521
dietr,3787
diezeit,1993
DIFboost,2890
difconet,2609
diffcor,5280
DiffCorr,5670
diffdf,17986
diffdfs,2719
diffee,2104
diffEnrich,2867
diffeqr,5023
diffeR,3731
diffeRenTES,1935
diffIRT,2219
diffmatchpatch,2015
DiffNet,2793
diffobj,4345995
diffpriv,2568
diffr,11467
diffusion,3999
diffusionMap,15184
diffval,3050
diffviewer,38166
DiffXTables,2866
DIFlasso,3127
DIFM,1510
difNLR,7757
DIFplus,2668
difR,15271
DIFshiny,1932
DIFtree,3998
digest,12032497
digiRhythm,4380
digitalPCR,1971
digitize,4445
digitTests,2601
DIGSS,2270
dilp,2038
DIME,3513
dimensio,6219
dimensionsR,89113
DImodels,4581
DImodelsMulti,6330
DImodelsVis,2344
DIMORA,4409
dimRed,20372
dina,4101
DiNAMIC.Duo,2554
dinamic,2422
dineq,6714
dineR,2375
dint,11321
DiPALM,2792
DiPhiSeq,1921
dipm,4930
DiPs,3922
dipsaus,8982
diptest,234957
dipw,1894
Dire,6355
DIRECT,3828
DirectedClustering,2582
DirectEffects,3310
Directional,33926
directlabels,76015
directotree,1991
directPA,4376
DirectStandardisation,2505
dirichletprocess,4920
DirichletReg,22037
DIRMR,238
dirmult,25619
DirStats,9248
disaggR,6352
DisaggregateTS,3011
disaggregation,3835
disastr.api,5623
disbayes,2967
discAUC,2528
DIscBIO,3600
discFA,2152
discfrail,1878
discharge,2008
disclap,4257
disclapmix,4039
disclapmix2,2538
disclosuR,2944
discnorm,2378
discord,2930
discourseGT,4381
discoveR,5624
discoverableresearch,2058
DiscreteDatasets,5005
DiscreteDists,737
DiscreteFDR,5368
discretefit,3186
DiscreteFWER,240
DiscreteGapStatistic,907
DiscreteInverseWeibull,2526
DiscreteLaplace,2538
DiscreteQvalue,2129
DiscreteTests,3136
DiscreteWeibull,4024
discretization,19578
discrim,26836
discrtr,2803
discSurv,6605
discursive,2151
disdat,3377
diseasemapping,6648
diseasystore,4630
DisHet,2380
DisimForMixed,2156
DisImpact,5735
disk.frame,9804
dismo,114288
disordR,10013
disparityfilter,2170
dispeRse,2712
displease,142
dispmod,2918
disposables,7162
dispositionEffect,2081
dispRity,8565
disprofas,9370
dissCqN,2666
dissever,2555
DiSSMod,2018
Distance,19170
distances,30673
distanceto,2970
distantia,7068
DistatisR,4099
distcomp,4144
distcrete,8609
distdichoR,2047
distfree.cr,2800
distfreereg,511
distfromq,939
distill,26884
distillery,22833
distinctiveness,2281
disto,2115
distops,2116
distory,5596
DistPlotter,3001
distr,45806
distrDoc,6233
distrEllipse,4166
distrEx,32498
DISTRIB,3029
Distributacalcul,2860
distributional,787519
DistributionOptimization,2364
distributions3,30228
distributionsrd,2969
DistributionTest,2296
DistributionUtils,130795
distrMod,11488
distro,55650
distrom,6643
distrr,2616
distrRmetrics,3232
distrSim,5511
distrTeach,5193
distrTEst,5239
distTails,2401
disttools,2428
dittodb,6584
dittoViz,2415
div,2689
divDyn,5584
DivE,2807
diveMove,12981
divent,912
diveR,2671
diverge,3228
DiversificationR,2565
diversitree,12636
diversityForest,4058
divest,6009
divo,3345
divraster,2697
divseg,3566
divvy,2342
dixon,4914
dixonTest,4346
diyar,5059
DIZtools,9531
DIZutils,9197
DJL,6629
dkanr,2625
dLagM,14352
DLASSO,2105
dlbayes,1896
DLEGFM,1682
dlib,2680
dlim,5836
DLL,2645
dlm,56281
DLMtool,7433
dlmtree,4078
dlnm,23585
dlookr,36467
DLPCA,2203
dlr,4037
dlsem,6084
dlstats,12687
dm,36101
dma,2670
dmai,8219
dmbc,3998
DMCfun,3755
dmetatools,3233
dml,2642
dmlalg,2593
dmm,17319
DMMF,3221
dMod,3250
DMRnet,3118
DMtest,1961
DMTL,2279
dmtools,2628
dmutate,2426
DNAmixturesLite,2848
DNAmotif,2670
DNAseqtest,1940
DNAtools,4687
dndR,2919
DNetFinder,2285
dng,2477
DNMF,2584
dnn,1949
dnr,2265
do,29993
do3PCA,599
dobin,2858
dobson,4096
doBy,1686174
doc2concrete,4254
doc2vec,9869
dockerfiler,22025
DockerParallel,2856
docket,1241
docknitr,2449
doconv,29325
docopt,75871
docopulae,2977
docore,2265
docstring,347564
doctest,2999
document,4956
documenter,2557
docuSignr,2407
docxtractr,9464
dodgr,11014
DoE.base,78039
DoE.MIParray,3718
DoE.wrapper,21836
doebioresearch,8632
DOEM,1855
DoEstRare,1995
doFuture,312055
dogesr,3723
doMC,49134
dominanceanalysis,8324
domino,5326
DominoDataR,2752
domir,21156
doMPI,18745
donut,7577
donutsk,1336
doofa,927
doolkit,2234
doParabar,125
doParallel,1378689
DOPE,2763
doRedis,16364
doremi,3297
doRNG,254443
DOS,1958
DOS2,2298
dosearch,5774
dosedesignR,3253
DoseFinding,14841
doseminer,3198
doseSens,1983
doSNOW,121337
DOSPortfolio,2876
dosresmeta,5908
dostats,3174
DOT,7709
dotCall64,702720
dotenv,37096
dotgen,3544
dotprofile,3967
dots,2439
dotsViolin,2076
dotty,753
dotwhisker,89636
doubcens,1783
double.truncation,3378
DoubleCone,2097
DoubleExpSeq,2510
DoubleML,14160
doublIn,4850
doubt,1816
douconca,894
doudpackage,2236
DOvalidation,1958
DOVE,3769
Dowd,3452
downlit,1727031
downloader,317189
downloadthis,24193
downscale,4279
downsize,3309
dowser,6169
DOYPAColors,2438
dparser,21500
dpasurv,688
dpcc,2199
dpcid,212
dPCP,3163
dpcR,1409
Dpit,6117
dpkg,977
dplR,50051
dplyr,18138349
dplyrAssist,7936
dpm,2334
DPP,2192
DPpack,3900
dppmix,1873
DPQ,5787
DPQmpfr,4039
dprop,2066
dpseg,2567
DPTM,1554
DPtree,1897
DQAgui,7323
DQAstats,7555
dqrng,463287
dQTG.seq,4169
dr,18042
DR.SC,5318
dr4pl,5710
dracor,3535
dragonking,1823
dragracer,3175
dragulaR,3050
drake,20781
DramaAnalysis,3037
drape,2266
drat,31296
draw,2484
drawer,2801
DRaWR,2210
drawsample,3250
DRAYL,1869
DrBats,3156
drc,285460
drcarlate,2272
drclust,1475
drcSeedGerm,2579
drcte,3512
drda,4611
DRDID,36190
DrDimont,3083
DRDRtest,2231
dreamer,3568
dreamerr,150849
DREGAR,6484
drf,3219
drgee,8773
drglm,1195
DRHotNet,3570
drhur,9678
drhutools,206
DriftBurstHypothesis,3953
drifter,2728
DrillR,1884
drimmR,2198
DrImpute,3370
DRIP,6390
driveR,2973
droll,2432
DRomics,5169
dropout,2996
dropR,1688
droptest,2929
drord,2127
drought,3512
drpop,2571
DRquality,2481
DRR,22232
drtmle,4004
drugDemand,2636
drugdevelopR,2122
DrugExposureDiagnostics,5827
drugprepr,2491
DrugSim2DR,2475
DrugUtilisation,8030
drumr,1966
DRviaSPCN,3140
ds,3035
ds4psy,5490
dsa,3975
DSAIDE,5201
DSAIRM,3975
DSAM,2497
dsample,3123
dsb,5707
DSBayes,2563
dscore,4015
dscoreMSM,190
dsdp,2225
dsem,4557
DSI,7532
dsims,3923
DSjobtracker,2957
DSL,3444
dslabs,131731
dslice,3249
DSLite,5347
dsm,6076
dsmisc,2012
dsmmR,2664
DSMolgenisArmadillo,5534
dsmSearch,1999
DSOpal,5984
dsos,3205
DSpoty,1914
dsrTest,2523
DSSAT,4901
dssd,4218
DSSP,2036
dst,5353
dstabledist,2389
DstarM,2904
dstat,2374
dstat2x2xk,2606
dSTEM,2041
dsTidyverse,1115
dsTidyverseClient,1021
dSVA,1972
DSWE,3656
DT,3580231
Dtableone,1223
dtangle,3387
DTAplots,3764
DTAT,4207
DTAXG,1817
dTBM,2431
dtComb,2641
DTComPair,5220
DtD,2992
DTDA.cif,2106
DTDA,3501
DTDA.ni,2345
dtgiw,2783
dti,7429
dtmapi,720
DTMCPack,3457
dtp,2045
dtpcrm,2032
dtplyr,5274548
dtrackr,3526
dtreg,711
DTRKernSmooth,2822
DTRlearn2,3251
DTRreg,4982
dtrSurv,2796
DTSEA,2983
DTSg,6349
dtt,102949
dttr2,5704
dtts,5568
dtw,91210
DTWBI,2580
dtwclust,68494
DTwrappers,3985
DTwrappers2,2374
DTWUMI,2189
dual,3932
dualScale,2318
dualtrees,3356
duawranglr,2429
dub,1952
duckdb,217948
duckdbfs,12616
duckduckr,2130
duckplyr,10868
dumbbell,3323
dummy,14829
dundermifflin,2161
dunlin,3748
dunn.test,191013
dupiR,2014
dupNodes,2383
dupree,2134
Durga,3974
dverse,671
DVHmetrics,3913
dvir,4087
dvmisc,8988
dvqcc,1916
dwctaxon,2556
DWDLargeR,2360
dwdradar,4076
dwlm,1867
DWLS,2811
dwp,3405
DWreg,2351
dyads,3125
dycdtools,2007
dydea,1804
dygraphs,412687
Dykstra,2197
DYM,1971
DyMEP,1784
dymo,2402
dyn,8602
dynamac,7299
dynamAedes,3366
dynamicSDM,4113
dynamicTreeCut,110513
dynamite,5857
DynaRankR,1994
DynareR,4617
dynaSpec,3027
dynatop,2696
dynatopGIS,3185
dynaTree,5582
dynBiplotGUI,3078
DynClust,4201
dynConfiR,2664
dynCorr,2266
dyndimred,4083
dynetNLAResistance,1958
DynForest,3087
dyngen,3784
dynlm,119529
dynmix,2568
DynNom,11762
dynpanel,2824
dynparam,6463
dynpred,4088
dynprog,1945
dynr,348587
dynRB,4750
dynsbm,753
dynsim,3489
dynsurv,10154
dyntaper,2471
DynTxRegime,6197
dynutils,10387
dynwrap,6842
dySEM,2193
DysPIA,3193
DysPIAData,2957
DySS,2295
e1071,4778041
eadrm,2532
eaf,19920
Eagle,5904
eAnalytics,3336
earlygating,2586
earlyR,2999
earth,183764
earthdatalogin,2957
earthtide,4718
earthtones,2394
Ease,2889
easy.glmnet,627
easy.utils,8051
EasyABC,4745
easyAHP,1978
easyalluvial,5504
easyanova,15945
easybgm,47799
easybio,1384
easycensus,3450
easyclimate,3221
easyCODA,3947
easydb,2394
easyDes,3025
EasyDescribe,3462
easylabel,3889
EasyMx,9570
easyNCDF,6026
easynls,4159
easyORtables,3536
easypackages,13983
easypower,4506
easyPSID,3247
easyPubMed,10868
easyr,5744
easyreg,2493
easySdcTable,4315
easystats,40373
easysurv,1558
easySVG,2000
easyVerification,5774
eat,2980
eatATA,4633
eatDB,4307
eatGADS,6001
EATME,1736
eatRep,3645
eatTools,8150
eba,5826
ebal,22340
EBASE,3955
EbayesThresh,568898
EBCHS,2259
ebci,1740
EBcoBART,2060
ebdbNet,6553
EBEN,4125
ebGenotyping,2050
ebirdst,8603
EBMAforecast,9623
ebmc,2347
ebmstate,2785
ebnm,3601
EBPRS,4097
EBrank,1805
eBsc,3175
ebTobit,2325
ebvcube,3290
ec50estimator,2421
ecan,7980
eCAR,2809
ecb,9034
ecce,3382
Ecdat,82759
ecdfHT,2089
eCerto,869
ecespa,6158
Ecfun,72440
ECG,1172
ECGofTestDx,2126
ECharts2Shiny,4462
echarts4r,48399
echarty,8126
echelon,2826
eChem,2088
echo.find,2868
echo,2174
echogram,2102
echoice2,2708
echor,4306
ecic,2634
ecipex,2023
ECLRMC,2188
eclust,3799
ecm,10982
ecmwfr,16224
eco,1806
ecocbo,2437
ecochange,6364
ecocomDP,4611
ecoCopula,3973
ecode,1045
EcoDiet,32136
ecodist,51791
EcoEnsemble,3227
Ecohydmod,2175
EcoIndR,3658
ECoL,2414
ecolMod,4240
ecolottery,6805
ecolRxC,2115
ecolTest,2986
EconAndProdEfficiency,3840
EconDemand,1871
econet,3542
EcoNetGen,3015
econetwork,3931
EconGeo,2785
economiccomplexity,5069
econullnetr,3040
ecopower,2874
ecoreg,4623
ecoregime,3411
ecorest,2326
ecos,2755
ecosim,3570
ECOSolveR,60583
ecospace,3497
ecospat,22892
ecostate,225
ecostats,4890
ecostatscale,2895
EcotoneFinder,2788
ecotox,6619
ecotoxicology,2186
ECOTOXr,4763
ecotraj,4768
EcoTroph,3388
ecoval,3645
ecp,29229
ecpdist,1886
ecr,4295
ectotemp,2162
ECTSVR,2080
ECTTDNN,2208
Ecume,5178
eCV,2353
ed50,2014
ed50simulation,1835
eda4treeR,8344
EDCimport,3944
edcpR,2716
eddington,3397
edeaR,13510
edecob,2698
edf,2350
edfReader,5797
edfun,2199
edgar,7097
edgarWebR,4516
edgebundle,4030
edgebundleR,4386
edgeCorr,1847
edgedata,2814
edibble,7229
ediblecity,2138
edina,2925
EDISON,2478
editbl,4116
editData,25802
eDITH,3242
editrules,9184
EDIutils,3515
edl,2910
edlibR,7201
eDMA,2946
edmdata,4489
eDNAjoint,511
EDNE.EQ,2226
EDOIF,2580
EDOtrans,2692
edstan,3261
EdSurvey,8996
educationdata,3983
educationR,457
educineq,1927
edwards97,2410
eefAnalytics,4045
eegkit,4586
eegkitdata,4551
EEM,2336
eemdARIMA,2655
EEMDelm,2838
EEMDSVR,2284
eemdTDNN,2401
EEML,1699
eemR,4697
eeptools,25856
eesim,2099
EESPCA,2705
ef,1971
EFA.dimensions,12664
EFA.MRFA,3669
EFAfactors,1170
EFAtools,14732
EFAutilities,5988
efdm,3650
EFDR,2979
eff2,3054
effClust,2233
EffectLiteR,6145
effectplots,706
effects,415535
effectsize,608838
effectsizescr,2008
EffectStars,3541
EffectStars2,2516
EffectTreat,2981
EfficientMaxEigenpair,2578
effsize,110761
eFRED,2684
ega,6728
EGAnet,82122
egg,136156
eggCounts,5855
eglhmm,2444
EGM,1724
EgoCor,3229
egor,10566
EGRET,8288
EGRETci,3785
EGRNi,2629
eGST,1850
eha,49722
ehaGoF,2973
eHDPrep,2918
ehelp,2686
EHR,4509
EHRtemporalVariability,3398
ehymet,1077
ei.Datasets,2750
ei,3191
eia,4479
EIAapi,3672
eiCircles,1937
eicm,3322
eider,4168
EIEntropy,1799
eiExpand,2258
eigenmodel,19567
EigenR,8066
eikosograms,2403
eimpute,3924
einet,1952
einsum,4094
eiopaR,2211
eiPack,10640
eirm,2408
eive,3575
EIX,3785
eixport,4995
EKMCMC,2736
eks,7745
EL,4581
EL2Surv,2003
elaborator,1700
elasdics,4317
elasso,2021
elastes,2461
elastic,7808
elasticnet,34244
elec,3161
EleChemr,2227
elect,2781
ElectDecomp,1352
elections,3837
electionsBR,6022
electivity,2080
electoral,3325
elevatr,42294
elexr,1803
elfDistr,2073
elfgen,1564
elgbd,1400
elhmc,3176
ELISAtools,2409
elisr,2352
eList,2325
elitism,2222
Elja,1470
elliplot,2763
ellipse,871165
ellipsis,3960497
ElliptCopulas,3284
elliptic,213794
ellipticalsymmetry,2462
elmNNRcpp,6745
ELMR,1946
ELMSO,1950
eLNNpairedCov,2034
elo,6822
EloChoice,2333
EloOptimized,2145
EloRating,4262
EloSteepness,2703
elrm,4191
elsa,2381
ELT,3623
eltr,3191
ELYP,2404
em,2653
EM.Fuzzy,1934
emailjsr,2256
emailvalidation,2126
EMAR,7276
EMAS,2369
emayili,34939
emBayes,2520
EMbC,4578
embed,18442
EmbedSOM,3681
embryogrowth,5920
EMC2,877
EMCluster,12110
EMD,7782
EMDANNhybrid,2492
emdbook,76161
emdi,9208
emdist,10796
EMDSVRhybrid,2518
emery,1757
emg,4054
EMgaussian,5761
emhawkes,3067
EmiR,3743
emIRT,2347
EmissV,5267
EMJMCMC,1353
EML,9663
emld,8125
EMLI,3435
EMMAgeo,2975
emmeans,1642734
EMMIXgene,3128
EMMIXmfa,3104
EMMIXSSL,2711
EMMLi,6513
EMMREML,11399
emoa,39726
emoji,8747
emojifont,16710
emon,5922
emov,1960
EMP,2632
EMpeaksR,2681
emphatic,4013
empichar,2860
EmpiricalCalibration,8758
emplik,12744
emplik2,4492
emplikAUC,5311
ems,3671
EMSaov,3794
EMSC,3573
EMSNM,1780
EMSS,2564
emstreeR,4471
EMT,9702
emulator,20743
emuR,7347
eNchange,1818
encode,5277
EncompassTest,1675
encryptedRmd,2240
encryptr,3783
enderecobr,1158
endogeneity,3958
endogenous,1851
endorse,3365
endtoend,2153
energy,129592
EnergyOnlineCPM,1975
energyr,2713
enerscape,3551
enetLTS,2131
english,77810
EngrEcon,1690
engression,2436
EngrExpt,2567
ENMeval,25427
enmpa,4859
enmSdmX,6444
ENMTools,8969
enpls,3559
EnrichIntersect,3736
enrichR,36279
enrichwith,39754
EnsCat,2202
ensembleBMA,9499
ensembleMOS,2457
ensemblepp,2065
ensembleTax,2662
enshuman,4372
ensr,2731
entropart,9268
EntropicStatistics,2277
entropy,70565
EntropyEstimation,6024
entrymodels,2477
envalysis,5953
EnvCpt,10423
envDocument,2370
enveomics.R,6014
envi,4539
enviGCMS,5028
enviPat,13521
envir,8137
envirem,6165
EnviroPRA2,1872
envnames,2392
EnvNicheR,2831
EnvNJ,2568
envoutliers,2203
envstat,3565
EnvStats,218175
envvar,2548
eoa3,3697
eodhdR2,874
eoffice,18325
eoR,2525
epade,4717
epandist,2387
epanet2toolkit,4654
epanetReader,4086
epca,2687
ePCR,3036
epe4md,2286
eph,8800
Epi,102285
epibasix,4970
epicasting,2602
epichains,560
epicmodel,774
epiCo,1169
epicontacts,8182
EpiContactTrace,6222
EpiCurve,4891
epidata,2673
epidatr,3179
epiDisplay,76762
epidm,4208
EpiDynamics,2568
EpiEstim,13580
epifitter,3884
EpiForsk,2054
epigraphdb,4873
epigrowthfit,1401
EpiILM,3108
EpiILMCT,2843
EpiInvert,3151
epikit,12180
epilogi,2338
EpiLPS,3682
epimdr,3204
EpiModel,12043
epinet,3896
epinetr,3141
EpiNow2,12881
epiomics,3632
epiparameterDB,269
epiphy,2858
epiR,154249
EpiReport,3317
EpiSemble,2437
episensr,5993
EpiSignalDetection,3316
EpiStats,4573
EpistemicGameTheory,2039
epitab,3116
EpiTest,2202
epitools,107947
epitrix,6908
epiworldR,3482
epiworldRShiny,3606
epizootic,432
EPLSIM,2210
eplusr,8079
eply,2952
epm,4727
epmrob,2033
epo,2838
epocakir,2978
eponge,1877
epos,3063
epoxy,3616
epr,2181
epsiwal,2093
EPT,2971
epubr,4719
EPX,3098
epxToR,2407
eq5d,16012
eq5dsuite,1330
EQL,6142
equalCovs,1814
Equalden.HD,2459
EQUALrepeat,1312
EQUALSTATS,1419
equaltestMI,3144
equatags,23165
equate,17000
equateIRT,8145
equateMultiple,5419
equatiomatic,9167
equiBSPD,819
equil2,2219
EquiSurv,2046
EquiTrends,711
equivalence,19342
equivalenceTest,2058
EQUIVNONINF,3058
equivUMP,1989
ER,2675
era,4672
erah,4240
eratosthenes,1618
erboost,1805
ercv,2620
ERDbuilder,1619
erer,13223
ergm.count,31101
ergm.ego,8027
ergm,77938
ergm.multi,28722
ergm.rank,6659
ergMargins,4486
ergmgp,2533
ergmharris,2024
erify,3916
ErlangC,185
eRm,29652
ern,2140
erp.easy,6384
ERP,2569
ERPeq,2080
ERPM,1030
errorist,3045
errorlocate,5262
errors,6618
errum,2813
ERSA,2829
eRTG3D,3137
es.dif,2386
ES,211
esaddle,2515
esaps,2561
esback,2598
esc,23551
escalation,4333
esci,2758
EScvtmle,1819
esDesign,2494
eSDM,4996
eseis,4626
eselect,2098
esem,2828
esemifar,5363
ESG,4692
eshrink,1952
eSIR,3524
esmisc,2025
esmprep,2207
esmtools,2875
espadon,4600
esquisse,100915
esreg,3788
ess,3050
essentials,2634
essHist,2494
essurvey,3706
estadistica,8695
estatapi,3623
EstCRM,4914
ESTER,2269
estimability,1302445
EstimateGroupNetwork,3933
estimateW,2653
EstimationTools,4800
estimators,5303
estimatr,128979
EstimDiagnostics,2217
estimraw,2243
estmeansd,20197
estprod,2859
esvis,2932
et.nwfva,2593
etable,4695
ETAS,5414
ETASbootstrap,2281
etasFLP,4896
ETC,2825
ethnobotanyR,4468
EthSEQ,5289
etl,6357
ETLUtils,3822
etm,61604
etrader,2671
etree,2281
ETRep,721
etrm,2907
etrunct,33029
etwfe,6833
EuclideanSD,2752
Euclimatch,7603
eudract,4047
eufmdis.adapt,2091
EUfootball,2310
eulerr,44143
eummd,2141
eunis.habitats,2067
Eunomia,38256
eurlex,5270
eurodata,3917
euroleaguer,1866
europepmc,13401
europop,6109
eurostat,55423
eva,5507
eva3dm,376
evabic,2459
Evacluster,2657
evalITR,3428
evalR,2268
evaluate,10203254
EvaluationMeasures,1991
EValue,9187
evapoRe,2869
